169.236 60.7164 6.6425
175.05 62.5932 6.37922
156.852 61.1151 6.5869
171.756 60.8605 6.62078
185.868 60.9873 6.59392
162.54 61.4333 6.54213
197.802 62.2898 6.42249
166.248 62.5696 6.39756
203.886 62.2172 6.43871
168.282 61.5696 6.53116
182.592 61.5773 6.52833
173.97 60.9607 6.61124
197.442 62.6874 6.37644
185.004 61.5719 6.53052
192.654 61.6166 6.52271
189.828 62.366 6.4258
175.14 60.8124 6.63182
172.998 61.0003 6.60054
164.682 61.1695 6.57943
188.01 62.5618 6.39257
165.24 62.3731 6.42375
197.37 61.6263 6.52436
158.4 62.0849 6.45722
186.3 62.6915 6.3824
165.906 61.273 6.55635
174.708 60.9373 6.61387
168.048 61.7343 6.50652
157.77 60.8309 6.63168
198.162 61.0569 6.59213
171.81 61.3778 6.55652
177.426 62.0374 6.45422
166.698 61.6009 6.52662
168.228 61.7447 6.50517
179.604 62.3902 6.42941
175.104 60.8543 6.62512
204.534 62.7961 6.36836
183.348 62.7508 6.37617
177.876 61.2979 6.5643
181.98 62.5699 6.403
198.252 61.4309 6.54433
160.29 62.4252 6.41781
162.144 62.1243 6.45344
168.606 61.7565 6.50303
175.896 62.4666 6.40524
187.128 60.7025 6.64746
145.494 62.339 6.4318
188.19 62.0703 6.46117
186.192 61.1094 6.58411
198.45 62.0388 6.46919
155.88 62.7598 6.37646
182.808 62.4081 6.41146
198.162 62.0021 6.47168
201.51 61.9898 6.47602
182.628 60.9249 6.62187
175.032 61.0507 6.60226
189.252 62.5139 6.40497
154.206 61.3933 6.56188
171.18 62.0351 6.46586
198.018 61.9842 6.47133
165.636 62.7144 6.38242
180.18 62.4996 6.40837
189.558 60.9704 6.60725
177.948 60.9202 6.61992
183.618 61.9469 6.48901
150.66 60.6464 6.6507
160.992 62.3929 6.41715
175.896 62.2452 6.44311
192.366 62.048 6.47517
169.02 61.1848 6.57463
166.374 61.6852 6.51488
197.298 61.1038 6.5835
165.474 61.867 6.47903
188.91 60.8972 6.62053
154.872 62.0129 6.47483
168.39 62.7744 6.37391
193.23 62.0177 6.46844
194.382 61.169 6.58961
181.746 61.7803 6.5041
196.848 62.4047 6.42493
166.896 61.5427 6.53546
197.964 61.0868 6.60127
193.014 61.7994 6.48939
174.042 61.5006 6.54131
168.264 61.1013 6.59455
202.536 62.5876 6.38961
172.602 60.7432 6.63024
165.942 62.3739 6.43552
172.674 62.7884 6.36609
175.716 60.7608 6.63658
192.672 61.0945 6.58506
165.24 61.3386 6.55761
180.864 61.7046 6.51799
177.984 62.8605 6.36287
186.138 61.0729 6.5962
189.684 62.1955 6.45082
159.066 62.6689 6.38398
171.936 61.6338 6.52183
174.168 61.5705 6.52652
170.37 61.5356 6.53185
158.832 61.6317 6.51829
196.542 60.8439 6.62426
204.39 62.665 6.38761
164.34 61.8406 6.49232
160.47 61.6924 6.50576
183.078 61.9145 6.48445
156.6 62.104 6.46755
190.566 62.263 6.43829
177.246 61.7765 6.49844
161.298 61.6457 6.51587
203.418 62.3064 6.42126
190.098 60.8556 6.63245
177.3 61.194 6.58001
163.404 61.241 6.57205
197.226 61.4874 6.5365
201.87 61.4491 6.55131
195.66 62.3446 6.43133
171.972 61.0277 6.60302
161.334 60.7946 6.62466
198.702 60.8866 6.62056
183.636 62.5639 6.38495
168.21 61.815 6.49214
199.368 62.5304 6.39817
173.43 61.7641 6.50329
162.018 61.174 6.57524
197.946 61.906 6.48485
192.762 62.5019 6.41566
167.472 61.3519 6.56482
155.772 61.8018 6.49926
173.124 61.7626 6.50606
189.774 62.1399 6.45495
163.98 61.6282 6.51541
179.964 61.5388 6.53404
161.46 61.1691 6.57324
185.22 62.3943 6.41912
159.066 61.2479 6.57023
188.892 62.1979 6.43881
151.668 61.6186 6.52303
202.698 62.027 6.46485
194.832 61.041 6.59649
169.596 62.8175 6.36275
153.18 60.9747 6.61359
201.942 61.808 6.4978
164.88 60.7002 6.63013
188.226 62.7176 6.37846
168.858 60.6357 6.65433
158.076 62.2153 6.44911
175.266 62.31 6.4331
165.636 62.5725 6.39874
180.918 61.977 6.47758
190.494 61.6675 6.51087
173.268 61.4996 6.53276
180.72 61.4712 6.5443
181.152 61.6907 6.51326
180.036 60.7044 6.64402
162.234 61.2241 6.57984
181.836 62.1873 6.46267
178.74 62.1081 6.45349
168.48 61.0072 6.60736
177.498 62.1815 6.44873
192.816 62.6137 6.39411
197.802 60.6678 6.64739
170.388 61.3561 6.5513
183.168 62.5806 6.39961
162.072 60.843 6.61364
166.482 62.7747 6.36989
160.704 62.2686 6.43258
199.908 62.396 6.41726
198.126 61.4367 6.54094
162.072 62.132 6.44445
174.078 62.1475 6.45534
188.316 62.8579 6.3603
170.676 62.8498 6.36383
183.474 61.5584 6.52939
181.476 62.8048 6.37838
180.486 61.2119 6.58116
162.468 62.0627 6.46568
193.788 62.1905 6.45225
181.836 60.9575 6.6068
153.594 61.2357 6.56666
176.958 61.1523 6.58649
193.464 61.4114 6.54691
194.4 62.3421 6.41993
191.7 60.7682 6.63812
168.426 62.1469 6.45643
158.922 62.4439 6.40944
188.1 62.57 6.39602
173.052 61.3591 6.55633
157.824 61.4846 6.54121
179.298 62.5155 6.40225
156.996 62.2165 6.44322
172.368 62.2517 6.43846
161.55 60.6579 6.65366
173.682 62.6143 6.39294
176.832 60.6677 6.64195
193.41 62.2992 6.43172
168.912 62.7 6.38014
187.974 61.8946 6.48165
191.79 61.1176 6.58711
188.316 60.885 6.60496
160.92 61.4339 6.53964
159.93 61.7468 6.49259
180.432 61.19 6.58644
183.798 62.5336 6.38941
176.868 61.5558 6.52981
192.582 62.6872 6.38589
198.648 61.4327 6.54906
185.346 61.856 6.49987
161.226 61.5871 6.52065
163.746 62.4651 6.42193
200.718 62.4559 6.41505
154.962 61.0497 6.59284
173.88 60.6963 6.64565
182.898 61.0497 6.59305
188.694 62.6096 6.39071
198.99 62.4936 6.40511
186.606 60.8495 6.63394
156.96 61.0589 6.59781
192.438 61.1563 6.5784
184.482 62.2401 6.44306
163.728 61.5656 6.53677
196.2 62.0079 6.46969
167.076 62.5514 6.39293
162.198 60.6575 6.64469
175.176 61.8625 6.48752
202.572 61.7822 6.50106
173.664 62.61 6.39145
182.196 60.7495 6.63058
165.114 60.7478 6.63943
163.98 61.4081 6.54771
162.036 62.4758 6.41056
169.866 61.5619 6.53155
181.44 62.8725 6.3558
158.904 62.847 6.36569
162.612 61.3038 6.56495
198.144 61.9603 6.47865
184.446 60.8249 6.63275
201.582 60.8125 6.63582
167.994 61.0675 6.59971
168.156 62.4854 6.41079
190.134 62.0676 6.46438
192.042 61.4382 6.55009
181.458 62.7211 6.3787
163.296 61.4022 6.54796
165.204 61.9559 6.48172
168.534 61.1237 6.58897
160.83 62.0782 6.45978
164.16 60.7887 6.63135
174.186 61.5261 6.53696
185.472 61.4802 6.5425
182.124 60.8569 6.62038
163.944 61.6756 6.51037
196.074 61.3192 6.56072
199.512 61.9739 6.46864
160.182 62.8281 6.36767
167.544 61.6267 6.51641
174.114 61.3938 6.55652
171.684 62.0359 6.47283
171.486 62.3776 6.41729
175.176 61.2844 6.56789
169.758 62.3485 6.43097
186.516 62.6615 6.3712
192.888 61.3806 6.54703
173.25 60.8794 6.62469
175.428 61.129 6.57761
196.02 62.1037 6.45823
